time,membrane_voltage,input_current
0.0,0.0001493736,0.0
2e-08,0.0001493736,0.0
2.0002799990998263e-08,0.0001493737,1.399995e-09
2.000839997299477e-08,0.0001493737,4.199987e-09
2.001959993698779e-08,0.0001493741,9.799969e-09
2.004199986497383e-08,0.000149376,2.099993e-08
2.008679972094592e-08,0.0001493842,4.339986e-08
2.017639943289009e-08,0.0001494193,8.819972e-08
2.0355598856778443e-08,0.0001495657,1.777994e-07
2.0713997704555132e-08,0.0001501684,3.569988e-07
2.1430795400108522e-08,0.0001526263,7.153977e-07
2.2864390791215283e-08,0.0001625895,1.432195e-06
2.5731581573428822e-08,0.0002028119,2.865791e-06
3.146596313785589e-08,0.0003647401,5.732982e-06
4e-08,0.0008073468,1e-05
9.376443223150789e-08,0.004356034,1e-05
1.483822681492302e-07,0.007960877,1e-05
2.483822681492302e-07,0.01456055,1e-05
3.483822681492302e-07,0.02115963,1e-05
5.200000000000001e-07,0.03248347,1e-05
5.4e-07,0.03380301,1e-05
5.420000000000001e-07,0.0339217,9e-06
5.460000000000002e-07,0.03413256,7e-06
5.520000000000001e-07,0.03434948,4e-06
5.53e-07,0.0343724,3.5e-06
5.55e-07,0.03441162,2.5e-06
5.560000000000002e-07,0.03442628,2e-06
5.580000000000005e-07,0.03444573,1e-06
5.599999999999999e-07,0.03445215,4.404571e-20
9.584204166666812e-05,0.03373026,0.0
0.0001982420416666706,0.03297129,0.0
0.00025002,0.03259405,0.0
0.00025002000390625,0.03259405,1.953125e-09
0.00025002001171875,0.03259405,5.859375e-09
0.00025002002734375,0.03259405,1.367188e-08
0.00025002005859375,0.03259405,2.929687e-08
0.00025002012109375,0.03259407,6.054687e-08
0.00025002024609375,0.03259413,1.230469e-07
0.00025002049609375,0.03259441,2.480469e-07
0.00025002099609375,0.03259558,4.980469e-07
0.00025002199609375,0.03260037,9.980469e-07
0.00025002399609375,0.03261979,1.998047e-06
0.00025002799609375,0.03269821,3.998047e-06
0.000250032,0.03282968,6e-06
0.00025004,0.03325143,1e-05
0.0002502416000000002,0.04655125,1e-05
0.00025054,0.06623273,1e-05
0.00025054184,0.06634285,9.08e-06
0.00025054552,0.06654064,7.24e-06
0.0002505528799999999,0.06680167,3.56e-06
0.0002505537699999999,0.06681977,3.115e-06
0.0002505555499999999,0.06685075,2.225e-06
0.0002505564399999999,0.06686231,1.78e-06
0.0002505582199999998,0.06687764,8.9e-07
0.00025056,0.06688268,4.2775160000000004e-18
0.0002959220170833483,0.06621179,0.0
0.0003983220170833507,0.06472195,0.0
0.00050002,0.0632755,0.0
0.00050002000390625,0.0632755,1.953125e-09
0.00050002001171875,0.0632755,5.859375e-09
0.00050002002734375,0.0632755,1.367188e-08
0.00050002005859375,0.0632755,2.929687e-08
0.0005000201210937499,0.06327552,6.054687e-08
0.00050002024609375,0.06327558,1.230469e-07
0.00050002049609375,0.06327585,2.480469e-07
0.0005000209960937499,0.06327701,4.980469e-07
0.0005000219960937499,0.06328177,9.980469e-07
0.00050002399609375,0.06330114,1.998047e-06
0.0005000279960937499,0.06337945,3.998047e-06
0.000500032,0.06351081,6e-06
0.00050004,0.06393234,1e-05
0.0005003416000000002,0.08382022,1e-05
0.0005005400000000001,0.09690007,1e-05
0.0005005418400000001,0.09701014,9.08e-06
0.0005005455200000001,0.09720782,7.24e-06
0.0005005528800000002,0.09746864,3.56e-06
0.0005005537700000002,0.09748673,3.115e-06
0.0005005555500000002,0.09751766,2.225e-06
0.0005005564400000001,0.0975292,1.78e-06
0.0005005582199999999,0.09754448,8.9e-07
0.0005005600000000002,0.09754949,0.0
0.0005984220170832868,0.09545074,0.0
0.0007008220170832337,0.09330298,0.0
0.00075002,0.09228835,0.0
0.00075002000390625,0.09228835,1.953125e-09
0.00075002001171875,0.09228835,5.859375e-09
0.00075002002734375,0.09228835,1.367188e-08
0.00075002005859375,0.09228835,2.929687e-08
0.0007500201210937499,0.09228836,6.054687e-08
0.00075002024609375,0.09228842,1.230469e-07
0.00075002049609375,0.09228869,2.480469e-07
0.0007500209960937499,0.09228984,4.980469e-07
0.0007500219960937499,0.09229457,9.980469e-07
0.00075002399609375,0.09231388,1.998047e-06
0.0007500279960937499,0.09239209,3.998047e-06
0.000750032,0.09252335,6e-06
0.00075004,0.09294468,1e-05
0.0007505215999999996,0.1246871,1e-05
0.0007505400000000001,0.1258996,1e-05
0.0007505418400000001,0.1260096,9.08e-06
0.0007505455200000001,0.1262072,7.24e-06
0.0007505528800000002,0.1264678,3.56e-06
0.00075056,0.1265504,0.0
0.0007988422706093434,0.1251997,0.0
0.0009012422706092904,0.1223826,0.0
0.00100002,0.1197251,0.0
0.00100002000390625,0.1197251,1.953125e-09
0.00100002001171875,0.1197251,5.859375e-09
0.00100002002734375,0.1197251,1.367188e-08
0.00100002005859375,0.1197251,2.929687e-08
0.00100002012109375,0.1197252,6.054687e-08
0.00100002024609375,0.1197252,1.230469e-07
0.00100002049609375,0.1197255,2.480469e-07
0.00100002099609375,0.1197266,4.980469e-07
0.00100002199609375,0.1197313,9.980469e-07
0.00100002399609375,0.1197506,1.998047e-06
0.00100002799609375,0.1198287,3.998047e-06
0.001000032000000001,0.1199599,6e-06
0.00100004,0.120381,1e-05
0.00100054,0.1533237,1e-05
0.001000541840000001,0.1534337,9.08e-06
0.001000545520000002,0.1536312,7.24e-06
0.001000552880000004,0.1538917,3.56e-06
0.00100056,0.1539741,8.559268000000001e-17
0.001000560004171875,0.1539741,0.0
0.001101642270609342,0.1505536,0.0
0.0012040422706094,0.147166,0.0
0.00125002,0.1456698,0.0
0.00125002000390625,0.1456698,1.953125e-09
0.00125002001171875,0.1456698,5.859375e-09
0.00125002002734375,0.1456698,1.367188e-08
0.00125002005859375,0.1456698,2.929687e-08
0.00125002012109375,0.1456698,6.054687e-08
0.00125002024609375,0.1456699,1.230469e-07
0.00125002049609375,0.1456701,2.480469e-07
0.00125002099609375,0.1456713,4.980469e-07
0.00125002199609375,0.1456759,9.980469e-07
0.00125002399609375,0.1456952,1.998047e-06
0.00125002799609375,0.1457732,3.998047e-06
0.001250032,0.1459043,6e-06
0.00125004,0.1463252,1e-05
0.00125054,0.1792565,1e-05
0.00125054184,0.1793664,9.08e-06
0.00125054552,0.1795638,7.24e-06
0.00125055288,0.1798241,3.56e-06
0.00125056,0.1799065,8.559268000000001e-17
0.001302042270609409,0.1778598,0.0
0.001404442270609467,0.1738577,0.0
0.00150002,0.1702035,0.0
0.00150002000390625,0.1702035,1.953125e-09
0.00150002001171875,0.1702035,5.859375e-09
0.00150002002734375,0.1702035,1.367188e-08
0.00150002005859375,0.1702035,2.929687e-08
0.00150002012109375,0.1702035,6.054687e-08
0.00150002024609375,0.1702036,1.230469e-07
0.00150002049609375,0.1702038,2.480469e-07
0.00150002099609375,0.170205,4.980469e-07
0.00150002199609375,0.1702096,9.980469e-07
0.00150002399609375,0.1702288,1.998047e-06
0.00150002799609375,0.1703067,3.998047e-06
0.001500032000000001,0.1704377,6e-06
0.00150004,0.1708585,1e-05
0.00150054,0.2037789,1e-05
0.001500541840000001,0.2038888,9.08e-06
0.001500545520000002,0.2040861,7.24e-06
0.001500552880000004,0.2043462,3.56e-06
0.00150056,0.2044285,8.559268000000001e-17
0.001502442270609286,0.204343,0.0
0.001604842270609344,0.199745,0.0
0.001707242270609402,0.1952505,0.0
0.00175002,0.193403,0.0
0.00175002000390625,0.193403,1.953125e-09
0.00175002001171875,0.193403,5.859375e-09
0.00175002002734375,0.193403,1.367188e-08
0.00175002005859375,0.193403,2.929687e-08
0.00175002012109375,0.193403,6.054687e-08
0.00175002024609375,0.1934031,1.230469e-07
0.00175002049609375,0.1934033,2.480469e-07
0.00175002099609375,0.1934044,4.980469e-07
0.00175002199609375,0.1934091,9.980469e-07
0.00175002399609375,0.1934282,1.998047e-06
0.00175002799609375,0.193506,3.998047e-06
0.001750032,0.1936369,6e-06
0.00175004,0.1940576,1e-05
0.00175054,0.2269677,1e-05
0.00175054184,0.2270775,9.08e-06
0.00175054552,0.2272748,7.24e-06
0.00175055288,0.2275348,3.56e-06
0.00175056,0.227617,8.559268000000001e-17
0.00180524227060941,0.2248675,0.0
0.001907642270609468,0.2198076,0.0
0.00200002,0.2153408,0.0
0.00200002000390625,0.2153408,1.953125e-09
0.00200002001171875,0.2153408,5.859375e-09
0.00200002002734375,0.2153408,1.367188e-08
0.00200002005859375,0.2153408,2.929687e-08
0.00200002012109375,0.2153408,6.054687e-08
0.00200002024609375,0.2153408,1.230469e-07
0.00200002049609375,0.2153411,2.480469e-07
0.00200002099609375,0.2153422,4.980469e-07
0.00200002199609375,0.2153468,9.980469e-07
0.00200002399609375,0.2153659,1.998047e-06
0.00200002799609375,0.2154437,3.998047e-06
0.002000032,0.2155745,6e-06
0.00200004,0.215995,1e-05
0.00200054,0.2488954,1e-05
0.00200054184,0.2490052,9.08e-06
0.00200054552,0.2492024,7.24e-06
0.002000552879999999,0.2494622,3.56e-06
0.00200056,0.2495443,0.0
0.002005642270609383,0.2492626,0.0
0.002108042270609219,0.2436539,0.0
0.002210442270609055,0.2381713,0.0
0.00225002,0.2360855,0.0
0.00225002000390625,0.2360855,1.953125e-09
0.00225002001171875,0.2360855,5.859375e-09
0.00225002002734375,0.2360855,1.367188e-08
0.00225002005859375,0.2360855,2.929687e-08
0.00225002012109375,0.2360855,6.054687e-08
0.00225002024609375,0.2360856,1.230469e-07
